neighborhood,year,month,incident_type,response_min
Hyde Park,2022,8,Police,3.69
Englewood,2023,5,Police,10.36
Humboldt Park,2021,9,Fire,11.27
West Town,2020,12,Fire,6.48
Loop,2024,9,Medical,5.29
Englewood,2024,10,Police,13.59
Greater Grand Crossing,2021,4,Police,10.51
Near West Side,2023,2,Police,12.63
Jefferson Park,2023,1,Medical,6.73
Near North Side,2022,8,Fire,5.81
Roseland,2021,8,Fire,8.71
Logan Square,2020,11,Fire,9.2
Woodlawn,2022,7,Medical,11.96
West Englewood,2022,11,Police,11.82
Logan Square,2021,3,Police,11.79
West Town,2021,3,Fire,8.42
Jefferson Park,2022,10,Medical,6.68
Grand Boulevard,2022,8,Police,6.31
Greater Grand Crossing,2022,12,Medical,6.52
Mount Greenwood,2019,11,Police,10.13
Uptown,2022,8,Medical,9.96
Englewood,2023,2,Medical,9.66
Near West Side,2024,1,Police,9.36
South Shore,2020,1,Fire,10.64
Grand Boulevard,2020,11,Police,9.99
Mount Greenwood,2024,1,Medical,5.89
Near North Side,2021,3,Medical,6.09
Morgan Park,2022,1,Fire,6.21
Irving Park,2020,8,Medical,6.92
Humboldt Park,2020,8,Fire,12.7
West Town,2023,9,Medical,8.9
Uptown,2023,4,Fire,10.23
West Town,2019,8,Fire,8.3
Kenwood,2024,7,Police,10.07
Edison Park,2019,4,Fire,5.32
Lake View,2020,1,Fire,6.91
Lincoln Square,2021,12,Police,11.46
Humboldt Park,2020,11,Medical,8.77
Austin,2021,3,Police,17.21
Loop,2020,8,Police,8.25
Kenwood,2023,8,Medical,7.89
Lincoln Park,2022,12,Police,4.43
Pullman,2020,2,Police,8.98
Lincoln Park,2019,7,Medical,6.04
West Englewood,2021,1,Medical,9.58
West Town,2021,4,Medical,6.13
Chatham,2020,7,Fire,8.91
Uptown,2021,4,Police,11.58
Portage Park,2019,4,Police,9.5
Uptown,2023,11,Police,11.0
South Shore,2022,7,Medical,13.62
Albany Park,2022,1,Police,9.96
Riverdale,2021,5,Police,14.41
Austin,2020,6,Medical,7.36
Albany Park,2021,7,Police,7.12
Riverdale,2019,7,Medical,12.54
Greater Grand Crossing,2024,12,Medical,6.36
Uptown,2020,7,Medical,9.26
Lake View,2023,2,Medical,6.25
Irving Park,2019,6,Medical,9.64
Logan Square,2023,9,Fire,10.95
Kenwood,2020,7,Police,6.95
West Pullman,2023,7,Medical,6.32
Austin,2019,2,Medical,10.83
West Pullman,2019,7,Medical,5.83
Auburn Gresham,2021,9,Police,12.46
Greater Grand Crossing,2024,3,Medical,10.74
Near South Side,2020,2,Police,10.63
Irving Park,2022,6,Medical,10.81
Near South Side,2024,12,Police,6.62
Near South Side,2022,2,Fire,5.86
Lincoln Park,2023,1,Medical,3.12
Jefferson Park,2022,10,Medical,5.1
Rogers Park,2022,12,Police,9.13
Irving Park,2019,4,Medical,8.82
Humboldt Park,2019,9,Police,10.41
Lincoln Park,2019,10,Police,3.24
Rogers Park,2022,3,Medical,11.27
Douglas,2023,3,Police,13.79
Englewood,2020,6,Police,7.64
Portage Park,2021,6,Medical,10.88
Uptown,2023,8,Medical,8.54
Lincoln Park,2019,10,Police,2.34
Lincoln Park,2023,6,Fire,6.52
Loop,2020,8,Police,7.23
Near South Side,2024,8,Police,10.54
West Ridge,2019,7,Medical,10.54
Hyde Park,2020,5,Medical,3.71
Pullman,2024,4,Police,9.06
Hyde Park,2021,1,Police,9.45
West Pullman,2023,6,Medical,10.7
Albany Park,2021,8,Police,11.62
Grand Boulevard,2022,11,Medical,12.23
Lincoln Park,2023,4,Medical,5.44
Grand Boulevard,2024,7,Fire,8.37
South Shore,2022,3,Police,13.23
Roseland,2020,5,Medical,9.94
Humboldt Park,2022,7,Medical,8.36
Auburn Gresham,2024,12,Medical,9.18
West Pullman,2024,11,Police,12.26
Englewood,2020,9,Medical,8.82
Morgan Park,2021,9,Police,12.51
Douglas,2019,7,Medical,6.41
Pullman,2021,4,Medical,9.23
Near North Side,2022,6,Police,9.86
Morgan Park,2020,4,Police,14.88
Near South Side,2022,3,Medical,7.0
Austin,2024,9,Medical,11.19
Loop,2019,5,Police,6.18
Near West Side,2023,8,Fire,14.94
West Pullman,2023,3,Medical,7.5
West Town,2023,9,Police,10.61
Lake View,2022,1,Medical,6.03
Portage Park,2023,2,Medical,9.08
West Town,2020,4,Police,11.92
Chatham,2019,2,Medical,9.18
Lincoln Square,2024,9,Medical,6.29
Greater Grand Crossing,2021,7,Medical,7.8
Grand Boulevard,2024,2,Police,7.67
West Town,2020,11,Police,8.47
Uptown,2019,11,Medical,6.26
West Pullman,2021,4,Medical,7.83
Albany Park,2023,6,Fire,4.61
Mount Greenwood,2021,2,Medical,4.34
Beverly,2022,9,Police,9.08
Douglas,2022,3,Fire,11.75
Humboldt Park,2023,2,Medical,11.07
West Garfield Park,2023,12,Medical,15.54
Near South Side,2020,4,Police,15.67
West Town,2020,5,Police,9.83
West Town,2024,4,Medical,8.56
Rogers Park,2022,12,Medical,14.88
Kenwood,2019,3,Medical,5.1
Irving Park,2020,3,Police,7.78
Albany Park,2019,12,Medical,3.33
Pullman,2024,3,Police,6.2
Portage Park,2022,3,Police,11.75
Austin,2020,6,Medical,9.15
Jefferson Park,2019,4,Medical,6.73
Humboldt Park,2024,7,Police,12.85
Near West Side,2019,7,Medical,9.61
Pullman,2020,4,Police,13.18
Jefferson Park,2023,1,Police,12.5
Greater Grand Crossing,2024,9,Fire,10.96
Washington Heights,2024,7,Medical,6.32
Hyde Park,2021,6,Fire,10.28
Edison Park,2023,5,Medical,9.2
Kenwood,2024,9,Police,14.49
Edison Park,2021,9,Police,6.18
Near West Side,2019,10,Police,5.9
Roseland,2020,11,Medical,8.39
Douglas,2024,6,Police,10.05
Jefferson Park,2022,8,Fire,7.14
Lincoln Square,2020,7,Medical,10.19
Auburn Gresham,2023,12,Fire,12.33
Edison Park,2021,1,Police,5.04
Rogers Park,2020,2,Fire,10.2
South Shore,2021,9,Police,9.33
Lincoln Park,2023,10,Medical,4.97
Greater Grand Crossing,2023,4,Fire,10.12
Portage Park,2020,11,Medical,9.98
Lake View,2024,3,Fire,6.15
Kenwood,2022,2,Medical,11.25
North Lawndale,2024,8,Fire,9.6
Loop,2022,7,Police,7.12
South Shore,2021,9,Police,9.75
Logan Square,2020,3,Medical,9.63
Lake View,2019,1,Police,4.73
Roseland,2023,9,Police,8.69
Rogers Park,2024,5,Medical,7.31
Douglas,2021,5,Medical,6.74
North Lawndale,2023,3,Fire,8.9
Lake View,2021,8,Fire,6.23
Pullman,2020,8,Police,9.73
Lincoln Park,2021,1,Medical,7.2
Woodlawn,2021,4,Medical,11.92
Washington Park,2019,6,Medical,8.02
Chatham,2021,9,Medical,8.16
South Shore,2022,2,Medical,7.96
Austin,2021,7,Fire,10.98
Irving Park,2021,10,Fire,6.7
Loop,2020,1,Medical,5.33
North Lawndale,2021,10,Fire,8.46
Englewood,2019,4,Medical,11.04
Grand Boulevard,2020,10,Medical,9.67
Woodlawn,2023,11,Medical,9.34
West Garfield Park,2022,12,Medical,8.68
Near South Side,2022,7,Medical,12.37
Mount Greenwood,2023,3,Medical,4.87
Pullman,2021,3,Fire,4.88
Uptown,2019,4,Police,13.43
West Garfield Park,2019,8,Medical,7.9
Hyde Park,2019,3,Police,9.92
Grand Boulevard,2019,8,Medical,8.97
Lincoln Park,2021,10,Police,5.69
South Shore,2023,9,Medical,10.54
Edison Park,2023,12,Medical,5.16
Edison Park,2022,8,Police,6.07
Near West Side,2023,8,Medical,10.99
Beverly,2019,9,Medical,5.38
Chatham,2021,4,Police,8.99
Grand Boulevard,2020,12,Police,10.58
West Pullman,2020,3,Medical,10.87
Albany Park,2019,8,Police,7.13
Woodlawn,2024,1,Police,11.26
Rogers Park,2022,10,Police,7.78
Washington Heights,2020,1,Police,10.93
Chatham,2024,4,Medical,7.64
Uptown,2019,10,Police,6.02
Auburn Gresham,2021,3,Medical,6.96
Pullman,2020,10,Medical,8.19
Portage Park,2019,2,Medical,5.99
Douglas,2020,9,Police,8.5
North Lawndale,2021,12,Medical,12.19
West Englewood,2023,12,Police,9.36
Lincoln Park,2023,12,Police,3.73
Uptown,2021,5,Medical,7.29
Lake View,2021,3,Police,5.55
Jefferson Park,2023,9,Medical,9.96
South Shore,2021,8,Police,12.7
Near West Side,2021,4,Police,9.01
South Shore,2021,10,Police,10.06
Woodlawn,2023,5,Fire,8.12
Logan Square,2023,11,Police,9.76
Beverly,2024,12,Medical,7.28
Near South Side,2020,5,Medical,8.6
Woodlawn,2023,8,Police,9.86
Lincoln Park,2020,7,Fire,2.77
Beverly,2023,3,Police,9.73
Portage Park,2022,6,Medical,11.41
Morgan Park,2020,6,Fire,8.23
West Garfield Park,2021,2,Medical,9.24
Washington Heights,2022,1,Police,10.21
Near North Side,2024,7,Fire,7.95
Roseland,2023,3,Police,13.78
Near South Side,2023,5,Police,8.3
Rogers Park,2024,8,Medical,7.22
Washington Park,2022,5,Police,5.78
West Pullman,2019,11,Fire,10.75
Edison Park,2021,5,Police,8.3
Lake View,2020,5,Police,4.46
Roseland,2022,11,Medical,13.67
Edison Park,2020,7,Police,6.25
Near West Side,2023,2,Police,7.41
Roseland,2019,1,Police,14.32
West Town,2024,11,Fire,5.31
Greater Grand Crossing,2019,4,Police,10.25
Woodlawn,2020,5,Police,11.66
Logan Square,2024,7,Police,7.56
Humboldt Park,2023,1,Police,10.56
Auburn Gresham,2024,9,Medical,12.78
Roseland,2024,11,Medical,6.24
Washington Heights,2019,12,Police,12.43
Logan Square,2021,12,Police,6.62
Austin,2023,10,Medical,8.69
Near North Side,2022,4,Police,4.57
Woodlawn,2022,6,Police,11.27
West Englewood,2022,11,Medical,10.71
West Town,2021,1,Medical,4.22
South Shore,2023,9,Police,8.59
West Englewood,2024,4,Police,12.09
Near North Side,2020,5,Medical,7.63
Loop,2020,8,Medical,4.9
West Pullman,2023,6,Medical,7.76
Beverly,2021,10,Police,7.82
Mount Greenwood,2023,12,Fire,3.72
West Pullman,2020,3,Medical,8.23
Hyde Park,2023,10,Police,7.96
Washington Heights,2022,8,Fire,8.27
Loop,2024,6,Fire,7.62
North Lawndale,2023,12,Medical,14.23
West Town,2024,2,Fire,7.77
Douglas,2019,5,Medical,3.59
Douglas,2023,3,Police,8.47
Near South Side,2020,4,Medical,9.73
West Ridge,2020,9,Police,8.08
Mount Greenwood,2024,3,Medical,5.1
North Lawndale,2020,5,Medical,12.3
Grand Boulevard,2022,8,Police,7.24
Logan Square,2020,9,Police,9.52
Morgan Park,2019,7,Police,6.29
Jefferson Park,2023,11,Fire,7.02
Near North Side,2021,4,Fire,4.64
Morgan Park,2020,9,Fire,8.92
Rogers Park,2023,12,Police,10.95
West Ridge,2022,2,Medical,7.5
Lincoln Square,2023,12,Medical,5.79
Humboldt Park,2020,2,Police,17.3
West Pullman,2020,4,Medical,8.23
Greater Grand Crossing,2024,2,Police,8.51
West Ridge,2020,3,Medical,3.59
Mount Greenwood,2019,5,Police,11.36
Humboldt Park,2023,3,Medical,7.06
Loop,2024,1,Medical,5.93
Washington Park,2021,11,Medical,8.17
Edison Park,2019,3,Police,14.83
South Shore,2021,6,Medical,6.0
Near South Side,2020,3,Police,12.41
Grand Boulevard,2021,9,Medical,5.31
West Pullman,2021,3,Medical,8.51
Edison Park,2019,11,Medical,8.52
Pullman,2019,3,Medical,6.5
Auburn Gresham,2023,3,Medical,7.0
Austin,2021,5,Medical,8.7
Mount Greenwood,2019,7,Medical,5.61
Woodlawn,2023,5,Medical,13.38
Mount Greenwood,2021,9,Medical,5.66
Morgan Park,2021,6,Medical,8.72
North Lawndale,2024,1,Police,15.61
West Englewood,2020,9,Medical,10.86
West Town,2019,3,Police,9.2
Woodlawn,2022,8,Medical,10.13
West Garfield Park,2024,12,Medical,12.35
Mount Greenwood,2019,3,Medical,7.67
West Ridge,2024,8,Police,9.27
Pullman,2020,4,Police,15.15
Auburn Gresham,2024,1,Medical,8.74
Morgan Park,2024,11,Medical,7.36
Morgan Park,2023,6,Police,12.13
Englewood,2019,7,Police,14.7
Englewood,2021,8,Police,10.71
Uptown,2022,6,Police,10.82
West Garfield Park,2023,1,Police,10.9
Humboldt Park,2019,5,Police,11.17
Humboldt Park,2023,9,Medical,8.27
Beverly,2021,3,Medical,7.43
West Englewood,2024,5,Fire,11.63
Rogers Park,2022,6,Medical,4.91
Chatham,2021,5,Medical,11.13
Lincoln Square,2022,4,Medical,8.57
Riverdale,2023,2,Fire,14.3
West Garfield Park,2024,5,Police,12.53
South Shore,2024,10,Medical,8.83
Hyde Park,2019,1,Police,5.57
Edison Park,2022,1,Medical,4.23
Englewood,2021,8,Police,10.19
North Lawndale,2022,4,Fire,12.3
Pullman,2023,1,Medical,8.67
Woodlawn,2024,2,Police,13.8
Austin,2023,5,Medical,9.35
Albany Park,2023,7,Medical,10.87
Mount Greenwood,2019,12,Medical,7.19
Irving Park,2023,5,Fire,9.16
Douglas,2019,11,Police,9.15
Austin,2020,10,Police,7.97
Irving Park,2022,6,Police,11.73
Portage Park,2024,7,Fire,8.37
Loop,2024,3,Fire,5.08
Rogers Park,2021,11,Medical,12.03
Woodlawn,2024,10,Medical,10.97
Uptown,2019,5,Police,10.25
Irving Park,2024,8,Police,5.52
Roseland,2019,11,Police,12.44
Jefferson Park,2024,6,Police,7.86
Auburn Gresham,2021,2,Medical,14.46
Rogers Park,2022,9,Medical,8.13
Lincoln Square,2023,2,Police,6.04
West Town,2022,6,Police,10.41
Woodlawn,2019,11,Medical,7.87
Edison Park,2023,2,Police,8.99
Grand Boulevard,2020,10,Medical,9.54
West Town,2021,7,Police,7.52
Woodlawn,2022,1,Police,16.52
Pullman,2023,4,Police,8.77
Washington Heights,2021,12,Police,9.97
Edison Park,2022,8,Medical,8.46
Roseland,2019,9,Medical,10.55
North Lawndale,2019,10,Medical,11.09
Lincoln Square,2019,3,Police,12.34
Douglas,2020,9,Medical,8.92
Uptown,2024,12,Medical,9.58
West Town,2019,8,Medical,15.14
West Englewood,2019,4,Medical,11.86
Beverly,2024,1,Police,3.99
Riverdale,2019,10,Medical,8.86
Humboldt Park,2023,5,Police,10.97
Rogers Park,2021,11,Medical,8.67
Hyde Park,2020,7,Police,8.66
Edison Park,2022,5,Police,6.74
Austin,2024,11,Police,9.14
Beverly,2024,5,Medical,6.99
Albany Park,2024,5,Police,11.42
Auburn Gresham,2020,3,Fire,9.45
Hyde Park,2021,6,Medical,7.79
South Shore,2019,11,Medical,11.04
Irving Park,2024,4,Medical,6.51
Loop,2019,10,Fire,3.23
Humboldt Park,2022,2,Police,9.84
West Englewood,2024,4,Medical,8.02
Chatham,2020,6,Medical,11.42
Irving Park,2020,6,Police,13.22
North Lawndale,2022,11,Medical,8.51
West Ridge,2020,9,Police,11.12
West Ridge,2020,8,Police,6.61
West Garfield Park,2020,5,Police,9.92
Albany Park,2024,10,Medical,6.96
North Lawndale,2022,3,Police,8.69
Douglas,2024,4,Medical,10.4
Near West Side,2022,5,Medical,7.52
Rogers Park,2021,1,Fire,8.81
Kenwood,2020,12,Fire,15.02
Greater Grand Crossing,2021,9,Police,12.05
Washington Park,2023,4,Medical,11.76
Greater Grand Crossing,2023,8,Fire,8.5
Pullman,2020,5,Medical,19.79
Pullman,2019,11,Fire,9.23
West Ridge,2023,5,Police,13.9
Near West Side,2019,12,Police,11.87
Irving Park,2021,2,Police,10.84
Albany Park,2020,8,Police,9.43
Pullman,2021,12,Fire,7.69
Douglas,2024,11,Medical,8.37
Grand Boulevard,2021,10,Police,17.4
Grand Boulevard,2022,7,Fire,10.69
West Town,2020,12,Police,11.61
Hyde Park,2022,2,Police,4.57
Uptown,2021,11,Police,13.87
Grand Boulevard,2019,6,Medical,8.62
Loop,2020,9,Medical,5.71
Mount Greenwood,2020,8,Medical,6.27
Washington Heights,2023,10,Police,9.97
Edison Park,2019,12,Police,6.93
North Lawndale,2024,3,Police,12.31
Morgan Park,2019,7,Medical,6.07
Lincoln Park,2021,4,Fire,6.4
Woodlawn,2021,11,Police,12.05
Greater Grand Crossing,2021,4,Medical,8.01
West Town,2023,7,Medical,8.72
Auburn Gresham,2019,11,Police,6.63
Lake View,2022,7,Police,3.3
Washington Heights,2019,12,Fire,11.83
Jefferson Park,2022,11,Police,8.33
Near North Side,2020,1,Police,7.73
Morgan Park,2022,11,Police,9.69
Loop,2020,1,Police,5.54
Albany Park,2024,6,Fire,11.05
Hyde Park,2024,2,Police,13.53
Lincoln Square,2021,3,Police,9.19
Beverly,2019,2,Police,13.04
Kenwood,2021,2,Fire,9.72
Humboldt Park,2019,8,Police,10.78
Morgan Park,2022,8,Medical,8.34
Rogers Park,2019,6,Medical,7.98
West Garfield Park,2022,3,Police,9.49
Kenwood,2019,5,Medical,4.07
Woodlawn,2020,7,Police,7.26
Near North Side,2022,5,Police,5.41
Jefferson Park,2021,7,Medical,8.39
West Englewood,2021,10,Police,12.7
Irving Park,2021,7,Medical,9.98
Near South Side,2021,4,Medical,8.54
Uptown,2020,10,Police,11.81
West Town,2020,10,Medical,9.74
Near South Side,2023,6,Medical,8.91
Albany Park,2023,9,Fire,7.31
Riverdale,2023,4,Medical,9.97
Lincoln Park,2024,10,Medical,1.93
West Ridge,2023,12,Medical,9.88
Chatham,2019,1,Medical,5.26
Mount Greenwood,2024,8,Fire,6.44
Riverdale,2022,4,Medical,11.73
Lincoln Square,2021,8,Medical,6.12
Lincoln Square,2019,11,Fire,5.29
Chatham,2024,9,Medical,5.42
Auburn Gresham,2020,12,Police,11.6
Loop,2021,12,Medical,3.62
Morgan Park,2022,8,Police,11.23
Grand Boulevard,2022,1,Police,5.89
North Lawndale,2020,12,Police,12.42
Washington Park,2021,12,Medical,5.82
Rogers Park,2023,9,Medical,7.07
West Town,2021,5,Medical,5.38
Englewood,2021,8,Police,13.5
Loop,2022,12,Police,3.49
Auburn Gresham,2020,6,Medical,10.0
Woodlawn,2021,7,Fire,9.94
Douglas,2019,3,Medical,10.72
Lake View,2019,9,Fire,3.22
Englewood,2020,9,Police,15.34
Washington Heights,2023,10,Medical,8.05
Uptown,2024,2,Medical,12.3
West Garfield Park,2021,4,Medical,11.93
Kenwood,2024,4,Fire,11.45
Kenwood,2021,1,Medical,11.96
Uptown,2022,4,Medical,9.87
Near North Side,2021,3,Medical,4.81
Washington Park,2024,11,Police,13.62
Uptown,2023,11,Medical,5.17
West Town,2021,2,Police,10.55
Chatham,2021,6,Medical,11.75
Chatham,2022,3,Medical,10.15
Albany Park,2019,10,Medical,9.53
West Pullman,2019,9,Fire,8.42
Grand Boulevard,2023,9,Police,11.1
Washington Heights,2020,11,Fire,7.17
Jefferson Park,2020,8,Police,8.33
Auburn Gresham,2022,8,Police,7.54
Mount Greenwood,2024,2,Medical,6.84
Humboldt Park,2024,11,Police,9.69
Lincoln Square,2021,6,Medical,10.72
Loop,2022,4,Police,5.56
South Shore,2024,10,Police,7.96
Humboldt Park,2019,2,Medical,11.78
Englewood,2023,2,Police,8.0
Logan Square,2020,10,Medical,10.81
Pullman,2021,12,Medical,8.36
Riverdale,2020,7,Medical,10.84
Washington Heights,2019,11,Police,11.32
South Shore,2021,1,Medical,8.6
Washington Park,2019,8,Medical,7.27
West Pullman,2020,5,Police,7.53
Jefferson Park,2020,10,Police,7.48
South Shore,2019,8,Medical,8.75
Pullman,2021,2,Police,8.96
West Garfield Park,2019,1,Medical,6.56
Grand Boulevard,2021,2,Police,9.59
Logan Square,2022,6,Fire,7.41
Albany Park,2022,4,Police,11.67
Austin,2021,8,Police,9.65
Lincoln Park,2019,12,Police,5.69
Portage Park,2021,9,Medical,8.53
Uptown,2020,9,Police,14.83
South Shore,2019,5,Police,9.84
Morgan Park,2024,6,Medical,7.36
West Town,2021,11,Police,14.18
Logan Square,2020,12,Medical,8.94
West Garfield Park,2023,11,Medical,11.46
Near North Side,2020,7,Police,5.64
South Shore,2024,12,Medical,10.2
Beverly,2021,4,Medical,5.58
Logan Square,2019,12,Fire,8.68
West Garfield Park,2019,10,Police,15.25
West Town,2022,3,Fire,12.13
Greater Grand Crossing,2024,2,Police,7.51
South Shore,2021,10,Police,14.63
West Town,2020,4,Fire,6.11
Portage Park,2020,9,Medical,7.05
Pullman,2024,5,Medical,6.96
Lincoln Square,2021,1,Medical,6.76
West Englewood,2020,12,Medical,8.44
Englewood,2023,5,Police,12.92
Woodlawn,2024,6,Police,11.32
Albany Park,2022,12,Police,9.26
Roseland,2019,10,Police,8.84
Loop,2020,6,Medical,4.11
Chatham,2023,5,Medical,7.57
Chatham,2021,8,Police,12.44
Grand Boulevard,2020,5,Fire,6.32
Near South Side,2024,11,Police,6.83
Albany Park,2021,10,Fire,9.67
Morgan Park,2023,3,Police,11.81
Irving Park,2023,3,Police,9.67
Roseland,2019,4,Medical,9.83
Riverdale,2021,10,Police,10.3
North Lawndale,2022,8,Fire,8.08
Humboldt Park,2019,9,Fire,6.74
Douglas,2021,7,Fire,9.13
Near South Side,2021,2,Police,13.82
Rogers Park,2023,9,Medical,11.64
West Town,2024,6,Medical,7.16
Greater Grand Crossing,2023,6,Medical,8.52
Douglas,2021,6,Police,9.59
West Pullman,2024,1,Medical,7.86
Riverdale,2024,9,Medical,11.7
Morgan Park,2023,6,Police,10.61
Washington Heights,2021,7,Police,7.83
Grand Boulevard,2021,1,Fire,6.13
West Ridge,2024,5,Medical,7.6
West Ridge,2019,3,Medical,9.34
Beverly,2019,9,Medical,14.99
Chatham,2022,2,Police,10.37
Uptown,2019,4,Fire,12.29
Washington Heights,2020,3,Medical,6.38
Near North Side,2020,9,Medical,3.15
Greater Grand Crossing,2023,3,Medical,10.2
Chatham,2024,1,Fire,8.79
Auburn Gresham,2020,8,Fire,10.35
Greater Grand Crossing,2019,1,Police,11.68
Grand Boulevard,2024,11,Medical,11.78
Austin,2022,1,Police,11.7
Pullman,2021,7,Medical,9.94
Englewood,2022,9,Medical,11.74
Rogers Park,2019,4,Medical,9.94
North Lawndale,2019,10,Police,10.12
Mount Greenwood,2019,4,Police,5.66
West Town,2023,5,Medical,9.22
West Garfield Park,2020,5,Fire,12.68
Albany Park,2019,2,Fire,6.03
Loop,2021,12,Medical,6.37
Lincoln Park,2020,9,Police,5.37
Edison Park,2020,10,Medical,5.92
Englewood,2023,9,Medical,14.79
West Pullman,2022,9,Police,8.96
Lincoln Square,2024,9,Fire,9.41
Washington Heights,2020,1,Police,8.96
Loop,2020,8,Fire,3.61
Kenwood,2019,8,Medical,4.62
Kenwood,2021,12,Police,8.5
Hyde Park,2019,4,Medical,8.17
Washington Park,2021,10,Police,11.84
Greater Grand Crossing,2020,1,Police,13.66
Near North Side,2021,1,Police,3.0
Albany Park,2019,1,Medical,11.01
Irving Park,2019,3,Police,13.23
Rogers Park,2022,10,Medical,9.04
Washington Park,2023,3,Police,11.11
Austin,2022,4,Police,10.73
Lake View,2020,11,Medical,4.99
Near West Side,2021,2,Police,11.99
Lincoln Square,2019,11,Police,10.32
Lincoln Park,2019,11,Medical,2.45
Hyde Park,2019,9,Medical,7.43
Washington Heights,2024,10,Medical,7.33
Washington Heights,2019,9,Police,10.19
Jefferson Park,2024,10,Medical,8.83
Humboldt Park,2020,7,Medical,12.59
Jefferson Park,2023,2,Police,12.19
West Town,2022,3,Medical,7.44
Auburn Gresham,2024,8,Police,5.55
Loop,2022,9,Police,7.59
Edison Park,2024,4,Police,15.13
West Pullman,2019,9,Medical,11.96
Near South Side,2019,4,Medical,5.59
Morgan Park,2021,2,Medical,11.43
Near West Side,2019,7,Medical,7.42
Chatham,2022,9,Medical,6.54
Pullman,2021,2,Police,17.46
Lincoln Park,2021,8,Medical,3.64
Lincoln Square,2019,6,Police,14.14
Chatham,2021,9,Police,8.3
Uptown,2023,5,Medical,10.08
Rogers Park,2019,1,Medical,12.17
West Town,2023,5,Fire,12.25
Near South Side,2019,10,Police,6.8
Pullman,2024,7,Police,13.37
Near North Side,2023,11,Fire,4.39
West Garfield Park,2019,7,Police,11.8
Near West Side,2022,4,Medical,9.57
Washington Heights,2024,10,Police,9.18
Uptown,2024,6,Police,8.62
Roseland,2024,6,Medical,7.15
West Englewood,2019,11,Police,9.82
Chatham,2022,10,Medical,6.87
Humboldt Park,2020,10,Police,11.28
West Englewood,2024,1,Medical,10.97
South Shore,2020,5,Fire,8.88
Roseland,2019,7,Police,12.02
Hyde Park,2024,5,Police,9.54
Near North Side,2022,8,Fire,9.32
Washington Heights,2022,1,Fire,5.67
Pullman,2024,9,Medical,9.46
Lake View,2021,2,Medical,6.85
West Englewood,2021,8,Fire,12.25
Humboldt Park,2024,5,Police,11.4
Greater Grand Crossing,2023,10,Medical,11.02
Woodlawn,2021,7,Police,12.19
Kenwood,2019,11,Medical,3.84
Mount Greenwood,2021,11,Medical,8.39
Chatham,2021,7,Medical,8.64
Douglas,2019,1,Medical,10.62
Edison Park,2019,8,Medical,7.07
West Town,2023,3,Police,8.03
Lake View,2022,4,Medical,2.92
Lincoln Square,2021,3,Medical,10.82
Portage Park,2024,11,Police,8.32
North Lawndale,2024,2,Police,14.95
Roseland,2020,7,Police,11.12
